Title,company,location,job_type,Experience_level,Experience_year,categories,department,Number_of_skills
Plumbing Design Engineer,ECO-AKS,Garden City,Full Time,Entry Level,Unknown,Creative/Design/Art,Engineering - Mechanical/Electrical,8
Sales Rep-Indoor (Hurghada),Elsewedy industries,Hurghada,Full Time,Entry Level,1.0,Customer Service/Support,Sales/Retail,6
TL - Engineering,Grand Hyatt,Riyadh,Full Time,Entry Level,Unknown,Installation/Maintenance/Repair,Engineering - Telecom/Technology,7
Marketing Manager,Al Mohandes For Environmental Services,Maadi,Full Time,Manager,10.0,Marketing/PR/Advertising,Creative,6
OCP Administrator,MOBILY INFOTECH LTD INDIA,New Cairo,Full Time,Experienced,2.0,Engineering - Telecom/Technology,OCP,2
Outdoor Sales,KAMAS Group,Cairo,Full Time,Experienced,3.0,Hospitality/Hotels/Food Services,Sales/Retail,4
Sales Representative,More Safe for trading,Salam City,Full Time,Entry Level,1.0,Sales/Retail,Customer Relationship Management (CRM),4
Field Force Trainer,Octabiotic,Dakahlia,Full Time,Experienced,Unknown,Medical/Healthcare,Sales/Retail,7
Recruitment Specialist,Tarabot Express,New Cairo,Full Time,Experienced,Unknown,Human Resources,Organizing,6
Head of Investment,GV Investment Group,Cairo,Full Time,Senior Management,8.0,Business Development,Operations/Management,4
Furniture Designer,Amer Vision Group,Sheraton,Full Time,Experienced,3.0,Engineering - Construction/Civil/Architecture,Creative/Design/Art,8
Hospital Director,Confidential,Zamalek,Full Time,Senior Management,Unknown,Operations/Management,Medical/Healthcare,6
Mechanical Maintenance Engineer,iLock,Mit Ghamr,Full Time,Experienced,5.0,Installation/Maintenance/Repair,Installation/Maintenance/Repair,7
Architect,Dina Iskander Boutique de Fleurs,Dokki,Full Time,Experienced,4.0,Engineering - Construction/Civil/Architecture,Creative/Design/Art,8
ELECTRICAL TECHNICIAN,Asmacs Qatar,Riyadh,Full Time,Entry Level,Unknown,Installation/Maintenance/Repair,Engineering - Mechanical/Electrical,7
Brand Manager,Egypt Gold,Heliopolis,Full Time,Manager,4.0,Business Development,Marketing/PR/Advertising,8
Procurement Specialist,Mazloum,Nasr City,Full Time,Experienced,3.0,Purchasing/Procurement,Procurement Management,7
Electrical Technical Office (LV Panels),MB for Engineering,Alsadat City,Full Time,Experienced,2.0,Engineering - Mechanical/Electrical,LV panel design,5
Mechanical Design Manager,Technomaster For Metal Industries (Technometal),10th of Ramadan City,Full Time,Manager,Unknown,Creative/Design/Art,Manufacturing/Production,8
B2B Sales Representative (Industrial Zones),GFM EGYPT,Maadi,Full Time,Entry Level,1.0,Business Development,Sales/Retail,8
Quality Manager - Frozen Food Background,Agrovine Egypt,Monufya,Full Time,Manager,3.0,Quality,Quality Management,2
Company Insurance Advisor,Confidential,Tanta,Full Time,Experienced,5.0,Accounting/Finance,insurance,2
Senior Accountant,QAB Group Engineering  Counsltants,Nasr City,Full Time,Experienced,10.0,Accounting/Finance,Banking,8
Sales Representative,Confidential,6th of October,Full Time,Entry Level,1.0,Sales/Retail,Sales/Retail,9
Senior Corporate Communications Specialist,Akhnaton Trading and distribution - EVA Group Limted,Abdeen,Full Time,Experienced,3.0,Marketing/PR/Advertising,Media/Journalism/Publishing,4
MEP Project Manager,EMS Solutions,6th of October,Full Time,Manager,12.0,Engineering - Construction/Civil/Architecture,Project/Program Management,6
IT Help Desk,IETOS,Sheraton,Full Time,Entry Level,1.0,IT/Software Development,Windows and macOS administration,7
Preschool English Teacher - Shorouk Branch,Trillium Preschool,Shorouk City,Full Time,Entry Level,Unknown,Education/Teaching,Education,7
Preschool English Teacher,Trillium Preschool,New Cairo,Full Time,Entry Level,0.0,Education/Teaching,Training/Instructor,8
Human Resources Generalist,GMC Contracting,Cairo,Full Time,Experienced,3.0,Administration,Human Resources,8
Network Security Presales,Click ITS,Nasr City,Full Time,Experienced,4.0,Engineering - Other,Network Security,8
Sales Executive - Remotely,Gosanto Group,Cairo,Full Time,Experienced,3.0,Sales/Retail,Sales,4
Office Administive Manager,AlexEnergy Administrative Support Solutions,Smouha,Full Time,Experienced,2.0,Administration,Business Development,8
Advertising Account Executive Internship,Essence Adverts,Maadi,Internship,Entry Level,0.0,Marketing/PR/Advertising,Marketing/PR/Advertising,9
Junior Landscape Architect,Estithmar Holding,Downtown,Full Time,Entry Level,1.0,Engineering - Construction/Civil/Architecture,Landscape Architecture,4
Accounting Manager - Manufacturing,Semak,Dokki,Full Time,Manager,7.0,Accounting/Finance,Operations/Management,8
Beauty & Cosmetics Key Account Sales,Union Group,Obour City,Full Time,Experienced,3.0,Customer Service/Support,Sales/Retail,8
Key Account Manager,hashtag,Cairo,Full Time,Entry Level,1.0,Manufacturing/Production,Marketing/PR/Advertising,8
HORECA Account Manager / Supervisor,Ragab Al Attar,Obour City,Full Time,Experienced,3.0,Hospitality/Hotels/Food Services,Market Analysis,1
HR Personnel Specialist,Arab Mechanical Engineers,Badr City,Full Time,Experienced,2.0,Accounting/Finance,Administration,8
IT Help Desk Specialist,Methode Electronics Egypt,Nasr City,Full Time,Entry Level,1.0,Installation/Maintenance/Repair,IT/Software Development,8
Marketing Specialist,GET Group- Egypt,Sheraton,Full Time,Entry Level,2.0,Marketing/PR/Advertising,Content Creation,6
Operations Specialist,Egypt Education Platform,New Cairo,Full Time,Experienced,Unknown,Operations/Management,Operations Management,1
Senior Marketing Executive,SAK Developments,New Cairo,Full Time,Experienced,3.0,Marketing/PR/Advertising,Marketing Strategy,5
Sales Engineer – Alexandria Based,Inter-Tech,Alexandria,Full Time,Experienced,3.0,Sales/Retail,Engineering - Mechanical/Electrical,5
technical Office Engineer (Architectural),City Master Group Developments,New Cairo,Full Time,Experienced,5.0,Engineering - Construction/Civil/Architecture,AutoCAD,1
Project Manager - Architectural Only ( Site),Darna for real estate & Construction (DRC),Maadi,Full Time,Manager,10.0,Engineering - Construction/Civil/Architecture,IT/Software Development,8
Sales Engineer,Confidential,Sheraton,Full Time,Experienced,Unknown,Medical/Healthcare,Sales/Retail,8
Sales Representative,EGYPTWOOD,New Nozha,Full Time,Experienced,1.0,Customer Service/Support,Sales/Retail,8
Fleet Operations Manager,Ostool Transport,Sheikh Zayed,Full Time,Manager,10.0,Logistics/Supply Chain,Operations/Management,6
Finance Manager,Euromed for Medical industries,Nasr City,Full Time,Manager,8.0,Accounting/Finance,Accounting/Finance,6
Sales Executive,Vision 22 Advertising Agency,Maadi,Full Time,Experienced,1.0,Business Development,Business Development,8
Bids & Proposal Engineer,Roaia,Nasr City,Full Time,Experienced,7.0,Engineering - Construction/Civil/Architecture,Communication,7
Customer Support Representative,Talent Hunters USA,Chicago,Full Time,Entry Level,Unknown,Customer Service/Support,English Language,7
Sr. Technical Commercial Engineer,International co for Electrical & Electronic Industries Electro George,Abu Rawash,Full Time,Experienced,4.0,Engineering - Mechanical/Electrical,Electrical Engineering,5
Medical Copywriter & Content Creator - Remotely,Wiredin,Dubai,Full Time,Experienced,2.0,Writing/Editorial,Medical/Healthcare,3
Finance Manager,AboZahra Group,Alexandria,Full Time,Manager,13.0,Accounting/Finance,Accounting/Finance,9
Property Advisor,AboZahra Group,Alexandria,Full Time,Entry Level,1.0,Sales/Retail,Sales/Retail,9
Electrical Engineer,Turath Real Estate,Obour City,Full Time,Experienced,3.0,Engineering - Mechanical/Electrical,Engineering - Mechanical/Electrical,6
Procurement Manager,Confidential,Agami,Full Time,Manager,15.0,Logistics/Supply Chain,Logistics/Supply Chain,9
Lab Technician – Manufacturing / Mechanical Engineering,German International University,New Capital,Full Time,Experienced,1.0,Engineering - Mechanical/Electrical,Engineering - Other,4
Junior Marketing Specialist,Outservingplus,Giza,Full Time,Entry Level,1.0,Marketing/PR/Advertising,Sales/Retail,8
Accounting Manager,Confidential,Misratah,Full Time,Manager,Unknown,Accounting/Finance,Accounting/Finance,9
Chief Accountant (Manufacturing Company),Confidential,Giza,Full Time,Senior Management,Unknown,Accounting/Finance,Accounting/Finance,8
Manufacturing Process Engineer,FAMSUN Egypt Industry S.A.E,Ain Sokhna,Full Time,Experienced,Unknown,Manufacturing/Production,Manufacturing Process,6
Sales Representative -Memberships,Wadi Degla Clubs,6th of October,Full Time,Entry Level,0.0,Sales/Retail,Sales,4
Human Resources Generalist,Billqode,Sheraton,Full Time,Experienced,5.0,Administration,Human Resources,5
Recruitment Specialist,BB FM,Sheikh Zayed,Full Time,Experienced,3.0,Human Resources,Talent Acquisition,8
Interior Architecture Engineer,Dyar for construction & contractors,6th of October,Full Time,Experienced,7.0,Engineering - Construction/Civil/Architecture,Creative/Design/Art,8
Mechanical Bim Coordinator (Consultancy Office),Architecture & Planning International API,Heliopolis,Full Time,Experienced,6.0,Engineering - Mechanical/Electrical,BIM Coordination,3
Sales Representative HORECA Egypt,Confidential,Mansoura,Full Time,Experienced,2.0,Manufacturing/Production,Sales/Retail,8
Human Resource Administrative Assistant,Inspire company,Heliopolis,Full Time,Experienced,1.0,Administration,Human Resources Administration,8
Quality Control Engineer,Master Link For Construction,Sheraton,Full Time,Experienced,3.0,Quality,Quality Control,1
Export & Procurement Internships – Fine Hygienic Holding,Fine Hygienic Holding,6th of October,Internship,Entry Level,Unknown,Business Development,Communication,7
Retail Sales Manager,ICONIC FMCG,New Cairo,Full Time,Manager,5.0,Sales/Retail,Retail Sales Management,7
Legal Council,Alwadi Holding,Mohandessin,Full Time,Experienced,Unknown,Legal,Legal research,5
CAD Designer,JFC GLORY,Dabaa,Full Time,Experienced,Unknown,Engineering - Construction/Civil/Architecture,Creative/Design/Art,8
Shift Manager,Agrovine Egypt,Alsadat City,Full Time,Manager,3.0,Operations/Management,shift manager,2
Electrical Mechanical Engineer,NEGPI,15th May City,Full Time,Experienced,2.0,Installation/Maintenance/Repair,Sales/Retail,9
Search Engine Optimization Specialist,Confidential,Dokki,Full Time,Experienced,5.0,Marketing/PR/Advertising,Media/Journalism/Publishing,8
Senior Procurement Engineer - Electro / Mechanical,UNI Power,6th of October,Full Time,Experienced,5.0,Logistics/Supply Chain,Logistics/Supply Chain,9
Sales Engineer/Senior Sales Engineer/Area Sales Manager,Egybrit,Heliopolis,Full Time,Experienced,1.0,Sales/Retail,Sales/Retail,9
Warehouse Manager,unitrade,Marg,Full Time,Manager,3.0,Accounting/Finance,Manufacturing/Production,4
Human Resources Generalist,KAG Egypt,New Cairo,Full Time,Experienced,2.0,Human Resources,Human Resources Management,3
Procurement Team leader,Master Link For Construction,Sheraton,Full Time,Experienced,7.0,Engineering - Construction/Civil/Architecture,Purchasing/Procurement,6
Dealing Room Manager – Gold Trading,BTC-Egypt Gold,Heliopolis,Full Time,Manager,7.0,Accounting/Finance,Banking,6
MEP Desig Manager,Urbnlanes,New Cairo,Full Time,Manager,8.0,Engineering - Mechanical/Electrical,Project Management,4
Online English Instructor (Charters),Berlitz Egypt,Maadi,Freelance / Project,Entry Level,1.0,Education/Teaching,Training/Instructor,8
HR Manager,Vantage Developments,New Cairo,Full Time,Senior Management,5.0,Human Resources,Human Resources (HR),8
Marketing Procurement Specialist,Parkville Pharmaceuticals,Mohandessin,Full Time,Experienced,1.0,Marketing/PR/Advertising,Purchasing/Procurement,2
Sales Account Manager,Injaz Digital,Heliopolis,Full Time,Experienced,1.0,Business Development,Customer Service/Support,8
Factory Hygiene Manager,Confidential,10th of Ramadan City,Full Time,Manager,Unknown,Operations/Management,Manufacturing/Production,7
Admin / Office Manager,GV Investment Group,Cairo,Full Time,Experienced,1.0,Administration,"• Proficiency in Microsoft Office (Word, Excel, Outlook, PowerPoint).",1
Mechanical Engineer,NMD,Al Ain,Full Time,Entry Level,1.0,Installation/Maintenance/Repair,Engineering - Mechanical/Electrical,11
Leasing Relationship Assistant Manager,A.T Lease Egypt,Cairo,Full Time,Experienced,5.0,Banking,Leasing,2
Graphic Designer,Cairo Marriott Hotel & Omar Khayyam Casino,Zamalek,Full Time,Entry Level,Unknown,Creative/Design/Art,Marketing/PR/Advertising,6
Services Technician,Asmacs Qatar,Riyadh,Full Time,Entry Level,Unknown,Installation/Maintenance/Repair,Engineering - Mechanical/Electrical,4
Project Manager – IT Projects,Cairoscan,Mohandessin,Full Time,Manager,3.0,IT/Software Development,Project/Program Management,8
Pattern Maker,Angel group,Abbassia,Full Time,Experienced,5.0,Creative/Design/Art,Creative/Design/Art,11
Regulatory Local - Medical Devices,Pharco Corporation,Ameria,Full Time,Experienced,4.0,Administration,Legal,8
Marketing Manager-Cosmeceutical,Bluebell Pharmaceuticals,Maadi,Full Time,Manager,10.0,Marketing/PR/Advertising,Marketing,7
Sales Trainer - Tanta,realme,Tanta,Full Time,Entry Level,1.0,Sales/Retail,Training/Instructor,5
Sales Representative,MAZCODEX,Nasr City,Full Time,Entry Level,1.0,Customer Service/Support,Sales/Retail,8
Senior Graphic Designer,Wills business,Nasr City,Full Time,Experienced,Unknown,Creative/Design/Art,Marketing/PR/Advertising,8
Talent Acquisition Specialist,Al Rabat,Nasr City,Full Time,Experienced,4.0,Administration,Administration,9
Daily & Cost Accountant,Coffee Island Egypt,Sheikh Zayed,Full Time,Experienced,2.0,Accounting/Finance,Accounting/Finance,5
System Administrator Section Head,El-Soadaa Group,New Cairo,Full Time,Senior Management,Unknown,IT/Software Development,System Administration,5
Graphic Designer - Remote,Teaspoon,San Jose,Full Time,Experienced,2.0,Creative/Design/Art,Marketing/PR/Advertising,8
Chief Accountant,Confidential,Shorouk City,Full Time,Manager,5.0,Accounting/Finance,Banking,8
Application Support Engineer,amjaad Technology,Maadi,Full Time,Experienced,3.0,IT/Software Development,Engineering - Telecom/Technology,6
Merchandiser,Nature's Rule Egypt LLC,New Cairo,Full Time,Entry Level,1.0,Marketing/PR/Advertising,Sales/Retail,6
Senior IT Help Desk,EEC Group,Cairo,Full Time,Experienced,5.0,IT/Software Development,Technical troubleshooting,3
Talent Acquisition Specialist,ICON Holding,Helwan,Full Time,Experienced,2.0,Human Resources,HR,8
Tiktok/instgram Content Creator Internship,Grouhy,Downtown,Internship,Student,Unknown,Creative/Design/Art,Media/Journalism/Publishing,7
Junior Sales Advisor,Software House Solution,Cairo,Full Time,Entry Level,0.0,Customer Service/Support,Sales/Retail,8
Maintenance Senior Engineer (Mechanical),Raya Smart Buildings,Giza,Full Time,Experienced,Unknown,Engineering - Mechanical/Electrical,HVAC,4
Sales Manager Engineer,Kasrawy Group,Abu Rawash,Full Time,Manager,10.0,Engineering - Construction/Civil/Architecture,Installation/Maintenance/Repair,8
Electrical Site Engineer (Fresh Graduates),Confidential,Maadi,Full Time,Entry Level,0.0,Engineering - Mechanical/Electrical,Engineering - Mechanical/Electrical,9
Junior Mechanical/Electrical Engineer,A.M.E.C,Smouha,Full Time,Entry Level,1.0,Engineering - Mechanical/Electrical,Mechanical Engineering,4
Operations Supervisor,Dorra Group,Sheikh Zayed,Full Time,Entry Level,1.0,Administration,Customer Service/Support,8
Co-Manufacturing Manager,AM Group,Obour City,Full Time,Manager,10.0,Operations/Management,Manufacturing/Production,5
MEP Sales Engineer,Heliopolis Engineering and Trading HETO,Heliopolis,Full Time,Experienced,Unknown,Sales/Retail,Engineering - Mechanical/Electrical,5
Maintenance Manager Steel Experience,Gazala Steel Fabrication GSF,Damietta,Full Time,Manager,5.0,Installation/Maintenance/Repair,Installation/Maintenance/Repair,6
